EMG,english,Functional Name,Image URL,Short Marketing Text,USP,Colors,Pack Sizes,Safety,Utilizare,Preg?tirea suprafe?elor,Preg?tirea produsului,Aplicare,Uscare,Depozitare,Consumption,Yield,Recommended System,Marketing Text,TDS (PDF),Other Documents,Source URL
,OSKAR Rustic Form,OSKAR Rustic Form,https://www.oskarvopsea.ro/kentico/getmedia/94b32ad4-4f7c-472d-b2c0-8b8ac5e27090/OSR479_OSK-Rustic-Form-25-Kg.png,Vopsea-tencuial? cu aplicare rapid? ?i super-randament,"Se aplic? cu fierul de glet
Se uniformizeaz? cu trafaletul
Super randament",,25kg,,,,,Se aplic? în grosime uniform? cu fierul de glet de inox ?i se structureaz? cu unelte specifice sau se pune în oper? cu un trafalet de blan?. A nu se lucra sub +5?C.,,,1 kg/m²,25kg: 25m²,"1 strat grund Fassaden Grund;
1 strat finisaj OSKAR Rustic Form","Este o vopsea-tencuial? care îmbin? caracteristicile de rezisten?? ale unei tencuieli cu cele de aplicare rapid? ?i u?oar? a unei vopsele;
Permite o aplicare mai rapid? decât în cazul tencuielii obi?nuite pentru c? se aplic? cu fierul de glet ?i se uniformizeaz? cu ajutorul unui trafalet;
Produsul are o aderen?? foarte bun? la suport, o putere superioar? de acoperire ?i un timp excelent de uscare;
Stratul final este mai sub?ire decât în cazul unei tencuieli obi?nuite, îns? are o rezisten?? foarte bun? la zgariere ?i ?ocuri mecanice precum ?i la varia?iile de temperatur? ?i la intemperii;
Produsul este disponibil pentru colorare computerizat? - pentru mai multe detalii, contacta?i operatorii de la ma?ina de tinting.",OSKAR Rustic Form: https://www.oskarvopsea.ro/kentico/getmedia/273562ce-f2cf-4842-9110-e0adb1d83438/OSKAR-Rustic-Form.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Rustic-Form
,OSKAR Yacht 3in1,OSKAR Yacht 3in1,https://www.oskarvopsea.ro/kentico/getmedia/5153b09f-0a3c-404d-a1ec-faa9c27000b3/20-Oskar-Yacht-3in1.png,Lac lucios ultra-rezistent pentru lemn exterior/interior,"Rezistent la UV
Rezistent la putregai
Rezistent la ap?","Incolor, Trandafir, Nuc închis, Mahon închis, Teak african, Cire? japonez, Castan, Bambus, Stejar, Wenge","0.75L, 2.5L",,"Se recomand? pentru vopsirea suprafe?elor din lemn exploatate la exterior ?i interior precum suprastructurile ambarca?iunilor, u?i exterioare ?i ferestre, jaluzele din lemn, mobilier de gr?dina, cabane, balustrade, garduri, pardoseli etc. Produsul confer? lemnului un tratament durabil de extra protec?ie împotriva ac?iunii factorilor de mediu ?i radia?iilor UV.","Dac? suprafa?a lemnului prezint? por?iuni deteriorate, acestea se îndep?rteaz?, dup? care se niveleaz? cu chit pentru lemn cu uscare rapid? (în culoarea lemnului) ?i se slefuie?te cu hartie abraziv? si se cur??? suprafa?a de praf cu laveta uscat?
Dac? lemnul a fost l?cuit în prealabil, se înl?tur? complet por?iunile desprinse ?i se cur??? suprafa?a de praf cu o lavet? uscat?.
Suprafe?ele lemnoase noi la exterior se grunduiesc în prealabil cu Oskar Grund Lemn.",,"Omogeniza?i bine înainte de utilizare.
Aplicarea lacului se poate face cu ajutorul unei pensule, role sau pistol pe lemnul uscat, la temperatura mediului de 10 - 30°C ?i umiditatea suportului de max. 12%.
Se recomand? aplicarea produsului în dou? straturi.
Pentru rezultate deosebite, se recomand? ?lefuirea suprafe?ei de lemn ?i între aplicari. Produsul este compatibil cu Danke! Diluant Universal.
Nu se va aplica in condi?ii de expunere direct? a suportului la radia?ii solare, vânt, ploaie ?i cea??. Consumul variaz? în func?ie de natura suportului, rugozitatea ?i gradul de absorbabilitate al acestuia. A se consulta ?i fi?a tehnic?.","4-5 ore uscare la atingere (în func?ie de temperatura ?i grosimea stratului). Al doilea strat se aplic? dup? uscarea primului strat (minim 12 ore). Pentru pardoseli, uscare pentru trafic normal: 7 zile.","La temperaturi cuprinse între +5 ?i 30°C, ferit de razele directe ale soarelui, în recipiente bine închise.",0.07 L/m²/strat,13 m²/L/strat,"1 strat Oskar Grund Lemn;
1 - 2 straturi OSKAR Lac Yacht","Este singurul lac pentru b?rci colorat în cele mai populare nuan?e din pia?? de lemn din Romania;
Confer? protec?ie împotriva intemperiilor, razelor UV ?i a putregaiului ?i decoreaz? lemnul, formând o pelicul? lucioas?, care nu se exfoliaz? si rezist? pân? la 10 ani în stare perfect?;
Este recomandat pentru suprastructurile ambarca?iunilor si este alegerea perfect? pentru protejarea ?i decorarea suprafe?elor de lemn din cas? sau gradin?. Este excelent pentru  l?cuirea suprafe?elor din lemn de la exterior ?i interior precum: u?i ?i ferestre, jaluzele din lemn, mobilier de gr?din?, cabane, balustrade, garduri etc.",OSKAR Yacht 3in1: https://www.oskarvopsea.ro/kentico/getmedia/3e78fd19-6caa-4e2d-a51c-e799f5dd388d/OSKAR-Lac-Yacht-3-in-1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Yacht-3in1
,OSKAR Aqua Lac,OSKAR Aqua Lac,https://www.oskarvopsea.ro/kentico/getmedia/21537a84-b56a-441c-a2f8-9e855925b7a0/21-Oskar-Aqua-Lac.png,Lac colorat pe baza de ap? pentru lemn,"Pe baza de ap?, cu uscare rapid?: 2 ore
Protec?ie ap? ?i UV
Rezisten?? la fungi ?i albastreal?","Stejar, Tec, Nuc, Mahon, Pin, Cire?, Wenge, Alun, Castan, Stejar auriu, Incolor, Alb","0.75L, 2.5L",,"Se recomand? pentru vopsirea suprafe?elor din lemn utilizate la exterior ?i interior precum: u?i ?i ferestre, jaluzele din lemn, mobilier de gradin?, cabane, balustrade, garduri etc. Produsul final aplicat are un aspect pl?cut, colorând ?i accentuând fibra lemnoas?.","Suprafe?ele noi: se ?lefuiesc in lungul fibrei cu hârtie abraziv? de granula?ie 180 ?i se cur??? de praf prin aspirare sau ?tergere cu o lavet? din bumbac. Dac? suprafa?a lemnului prezint? por?iuni deteriorate, acestea se îndeparteaz?, dup? care se niveleaz? cu chit pentru lemn cu uscare rapid? (în culoarea lemnului), se ?lefuie?te cu hârtie abraziv? si se desprafuie?te. Se impregneaz? suprafa?a în prealabil cu OSKAR Grund Lemn pentru reglarea gradului de absorbtie al lemnului. Se recomand? ?lefuirea suprafe?elor dup? aplicarea OSKAR  Grund Lemn ?i despr?fuirea acestora; la 24 ore de la aplicarea grundului se poate aplica OSKAR Aqua Lac.
Suprafe?ele l?cuite/vopsite anterior: se îndep?rteaz? vopseaua sau lacul vechi pân? la suport prin ?mirgheluire sau ra?chetare, apoi se trateaz? ca ?i suprafe?ele noi.",Temperatura produsului la utilizare trebuie s? fie intre 10°–30°C; se omogenizeaz? bine înainte de utilizare; produsul se poate dilua cu ap?.,"Se recomand? a se aplica 2–3 straturi de OSKAR Aqua Lac cu pensula, rola sau pistolul; umiditate lemn: max. 12%; a nu se aplica in condi?ii de expunere direct? la radia?ii solare, vânt, ploaie, cea??. Pentru rezultate deosebite, se recomand? ?lefuirea suprafe?ei ?i între aplic?ri.",Uscare la atingere 2–4 ore (în func?ie de temperatura ?i grosimea stratului); al doilea strat se aplic? dup? uscarea primului strat (minim 6 ore).,"La temperaturi cuprinse între +5° si 30°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de depreciere prin înghe?.",0.07 L/m²/strat,13 m²/L/strat,"1 strat Grund Lemn Apa;
1 - 2 straturi OSKAR Aqua Lac","Noul produs are o re?et? special formulat? care protejeaz? ?i decoreaz? lemnul, necesitând un minim de efort la aplicare, atât pentru utilizatorul profesionist, cât ?i pentru cel amator;
Este pe baz? de ap?, f?r? miros ?i cu uscare foarte rapid? (2 h). Astfel, este ideal pentru utilizare la interior sau în zone cu aerisire precar?, îns? se poate utiliza ?i pentru l?cuirea suprafe?elor din lemn de la exterior: u?i ?i ferestre, jaluzele din lemn, mobilier de gr?din?, cabane, balustrade, garduri;
Noul lac confer? lemnului protec?e la ap? ?i intemperii (con?ine Cear? Hidrofob?), la raze UV, precum ?i rezisten?? la fungi ?i albastreal?.","Descopera mii de culori: https://www.oskarvopsea.ro/getattachment/9134381a-e295-4a8f-9a1f-dce5244268bb/93149582_Aqua-Lucios.xlsx?lang=ro-RO&ext=.xlsx
OSKAR Aqua Lac: https://www.oskarvopsea.ro/kentico/getmedia/7e517ab4-2b3a-4694-89de-f3e124fd950b/OSKAR-Aqua-Lac.pdf?ext=.pdf",,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Aqua-Lac
,OSKAR Silikon Lazur,OSKAR Silikon Lazur,https://www.oskarvopsea.ro/kentico/getmedia/e146b3e8-2e6c-4d14-bb68-d351f2e9579c/P_OSKAR-SILIKON-LAZUR-generica.png,Bai? colorat pentru lemn,"Extra rezistent? la intemperii ?i raze UV
Nu se exfoliaz?
Coloreaz? ?i pune în valoare fibra lemnului","Stejar, Teak, Nuc, Mahon, Pin, Cire?, Wenge, Alun, Castan, Stejar auriu","0.75L, 2.5L",,"Se recomand? pentru vopsirea suprafe?elor din lemn de la exterior ?i interior: u?i ?i ferestre, jaluzele din lemn, mobilier de gr?din?, cabane, balustrade, garduri, etc.  Produsul are un aspect mat ?i confer? protec?ie împotriva ac?iunii factorilor de mediu ?i radia?iilor UV, colorând ?i punând în eviden?? fibra lemnoas?.",,,"Vopselele, lacurile sau bai?urile existente se înl?tur? în prealabil. Dac? suprafa?a lemnului prezint? por?iuni deteriorate, acestea se îndep?rteaz?, dup? care se niveleaz? cu chit pentru lemn cu uscare rapid? (în culoarea lemnului) ?i se ?lefuie?te cu hârtie abraziv?.
Suprafe?ele de lemn la exterior sau/?i cele ce pot fi atacate de ciuperci, mucegai sau alb?streal? (lemn de r??inoase) se impregneaz? în prealabil cu Oskar Grund Lemn.
Se recomand? aplicarea bai?ului cu ajutorul unei pensule, role, pistol sau imersare. Produs gata de utilizare, nu se recomand? diluarea sau amestecarea cu alte produse.
Omogeniza?i bine înainte de utilizare. Lemnul de r??inoase se va b?i?ui de dou? ori, lemnul de foioase de trei ori.
Pentru a ob?ine o suprafa?? lucioas?, se pot aplica Oskar Aqua Lac sau Oskar Yacht incolor.",Nu ader? praful dup? cca. 4 ore; rezistent la atingerea cu mâna dup? cca. 10 ore; se poate aplic? al doilea strat dup? cca. 24 ore.,"La temperaturi cuprinse între +5° ?i 30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",0.07 L/m²/strat,13 m²/L/strat,"1 strat Grund Lemn;
2 straturi OSKAR Silikon Lazur;
1 strat OSKAR Lac Yacht Incolor (pentru aspect final lucios)","Con?ine silicon care confer? lemnului decorat o protec?ie deosebit? la umezeal?, nel?sând apa s? intre în lemn ?i s? îl deterioreze;
Confer? protec?ie împotriva intemperiilor ?i a razelor UV;
Confer? aspect de lemn nobil, fiind disponibil în cele mai populare culori pentru decorarea lemnului;
P?trunde în lemn ?i îl men?ine în perfect? stare, conferindu-i pân? la 5 ani de protec?ie continu?;
Se recomand? pentru vopsirea suprafe?elor din lemn de la exterior ?i interior: u?i ?i ferestre, jaluzele din lemn, mobilier de gr?din?, cabane, balustrade, garduri, etc.",OSKAR Silikon Lazur: https://www.oskarvopsea.ro/kentico/getmedia/f20dd7a4-6b95-4e25-b63f-0c23302fc8fa/OSKAR-Silikon-Lazur.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Silikon-Lazur
,OSKAR Parquet Varnish,OSKAR Lac Parchet,https://www.oskarvopsea.ro/kentico/getmedia/8fb7a1da-8c63-4bc0-8d97-321dda96d40a/DEU779_OSK-Lac-Parchet.png,Lac lucios incolor pentru parchet,"Extra protec?ie la ap? ?i umezeal?
Foarte lucios
Confer? rezisten?? sporit? la trafic
Super rezisten?? la zgâriere
Nu se exfoliaz?",,"0.75L, 2.5L",,"Se recomand? pentru protejarea decorativ? ?i înnobilarea parchetului. Produsul este incolor, cu un aspect lucios ?i confer? rezisten?? sporit? la traficul pietonal.",,,"Suprafa?a de baz? trebuie s? fie uscat?, ?lefuit? ?i cur??at? de impurit??i. Suprafe?ele noi se vor ra?cheta înainte de aplicare.
Înainte de aplicare se recomand? grunduirea suprafe?ei cu Oskar Grund Lemn. Dup? uscarea stratului de grund, suprafa?a se ?lefuie?te ?i se aplic? apoi straturile de lac.
Se recomand? aplicarea lacului cu ajutorul unei pensule sau role.
Omogeniza?i foarte bine înainte de utilizare. Se recomand? aplicarea în dou? straturi, la interval de 5-6 ore. Pentru rezultate deosebite, se recomand? ?lefuirea suprafe?ei de lemn ?i între aplic?ri. În recipient produsul prezint? o u?oar? colorare violet. Dup? aplicare ?i uscare, lacul devine transparent. Produsul este compatibil cu Diluant Damke!.
Pentru a ob?ine o nuan?? diferit? de cea a lemnului natur, se pot aplica înainte de l?cuire unul sau mai multe straturi de Oskar Silikon Lazur.",Nu ader? praful dupa cca. 2-3 ore; 24 ore uscare definitiv?; dup? 5-6 zile atinge parametrii maximi de rezisten?? fizic? ?i chimic?.,"La temperaturi cuprinse între +5 si 30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",0.03 L/m²/strat,27 m²/L/strat,1 - 2 straturi OSKAR Lac Parchet,"Con?ine Cear? AquaProtect care confer? lemnului decorat o protec?ie deosebit? la umezeal?, nel?sând apa s? intre în lemn ?i s? îl deterioreze;
Este special formulat pentru a se folosi la interior, având un miros redus;
Are un randament excelent, o cutie de 0.75 L fiind îndeajuns pentru a acoperi, în dou? straturi, podeaua unei camere;
Confer? luciu podelelor, redându-le acel aspect clasic ?i nobil de podea din lemn natural;
Protejeaz? lemnul, conferindu-i rezisten?? sporit? la traficul casnic;
Formeaz? o pelicul? foarte dur? ?i extrem de rezistent? în timp la zgâriere ?i la orice tip de ?oc mecanic.",OSKAR Lac Parchet: https://www.oskarvopsea.ro/kentico/getmedia/4620c654-e413-4af6-b911-a25fa987de6a/OSKAR-Lac-parchet.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Lac-Parchet
,OSKAR Stone Varnish,OSKAR Lac Piatr?,https://www.oskarvopsea.ro/kentico/getmedia/61bfd67c-7a77-4f54-9edb-e6ea3ad20fb7/DEU779_OSK-Lac-Piatra.png,Lac lucios incolor pentru piatr?,"Foarte lucios
Rezisten?? la intemperii ?i radia?ii UV
Protejeaz? ?i decoreaz?",,"0.75L, 2.5L",,Se recomand? pentru vopsirea suprafe?elor din piatr? expuse la exterior si interior. Produsul confer? suprafe?elor din piatr? un aspect placut ?i un tratament durabil de protec?ie împotriva ac?iunii factorilor de mediu ?i radia?iilor UV. Poate fi utilizat ?i pentru protec?ia suprafe?elor de lemn.,,,"Înainte de aplicare, suprafa?a de baz? se degreseaz? ?i se cur??? cu o lavet? uscat?.
Se recomand? aplicarea lacului cu ajutorul unei pensule, role sau pistol. Suprafa?a de piatr? trebuie sa fie curat? ?i uscat?, temperatura mediului de 5-30°C iar umiditatea relativa a mediului de max. 65%.
Omogeniza?i bine înainte de utilizare. Se recomand? aplicarea în dou? straturi. Produsul este compatibil cu Diluant Danke!. Pentru mai multe informa?ii, a se consulta fi?a tehnic?.",Nu ader? praful dup? cca. 3-4 ore. Al doilea strat se aplic? dup? 12 ore. Uscare definitiv? 24 ore.,"La temperaturi cuprinse între +5 si 30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",0.07 L/m²/strat,13 m²/L/strat,1 - 2 straturi OSKAR Lac Piatr?,"Confer? luciu deosebit suprafe?elor din piatr?, care astfel decorate cap?t? un aspect pl?cut;
Confer? protec?ie ?i rezisten?? în timp la intemperii ?i radia?iile UV;
Formeaz? o pelicul? foarte dur? ?i extrem de rezistent? în timp la zgâriere ?i la orice tip de ?oc mecanic.",OSKAR Lac Piatr?: https://www.oskarvopsea.ro/kentico/getmedia/f57cc1a7-8582-4a7a-9d20-fc328e23d95b/OSKAR-Lac-piatra.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Lac-Piatra
,OSKAR Direct on Rust,OSKAR direct pe Rugin?,https://www.oskarvopsea.ro/kentico/getmedia/4feb4a73-083e-4617-a3f1-edb70394c6d6/26-Oskar-Rugina.png,"Email tip 3in1 pentru metal, cu efect anticoroziv, de grunduire si decorare","Se aplic? direct pe rugin?
Previne apari?ia ruginii
Nu necesit? grunduire","Cupru metalizat, Auriu metalizat, Argintiu metalizat, Gri lucios, Negru mat fier forjat, Verde închis lucios, Maro ciocolatiu lucios, Argintiu lovitur? de ciocan, Negru lovitur? de ciocan, Verde închis lovitur? de ciocan, Maro ciocolatiu lovitur? de ciocan, Alb lucios, Vi?iniu lucios, Maro ro?cat lucios, Alb mat, Negru lucios, Maro ciocolatiu mat, Albastru denim","0.5L, 2.5L, 10L",,"Pentru protec?ia ?i decorarea suprafe?elor interioare ?i exterioare, atacate de rugin?, având un triplu rol: inhibitor de coroziune, grund ?i email.","Suprafe?ele trebuie s? fie uscate, curate ?i degresate. Se vor îndep?rta buc??ile de rugin? folosind o perie. Se va cur??a vopseaua decojit?, urmele de praf sau impurit??i.",,"Produsul se omogenizeaz? foarte bine înainte de utilizare.
Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol. Pentru aplicarea cu pensula sau rola, produsul se aplic? nediluat sau diluat cu max.5%  diluant. Pentru aplicarea cu pistolul, produsul se poate dilua cu 5-10% diluant. Se recomand? aplicarea în 2-3 straturi, în func?ie de natura suportului ?i de preg?tirea acestuia. Produsul este compatibil cu Diluant Danke!. Pentru pulverizarea airless se va aplica nediluat.
Nu se va aplica la o temperatur? sub 10°C, pe suprafe?ele umede, pe vânt puternic sau în b?t?ia direct? a razelor de soare.",Rezisten?? la atingere cu mana: dup? cca. 6-8 ore. Al doilea strat se aplic? dup? 12 ore.  Uscare la manipulare: 24 de ore.,"La temperaturi cuprinse între +5° si +30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",0.1 L/m²/strat,10 m²/L/strat,2-3 straturi finisaj OSKAR Direct pe Rugin?,"Este ideal pentru protec?ia ?i decorarea suprafe?elor interioare ?i exterioare, atacate de rugin?, având un triplu rol: inhibitor de coroziune, grund ?i email;
Este alegerea ideal? pentru suprafe?ele din metal de la exterior expuse intemperiilor ?i umezelii, protejând timp îndelungat metalul contra ruginirii ?i deterior?rii;
Aplicarea se face rapid, deoarece nu mai este nevoie de timpul alocat grunduirii metalului, produsul putând fi aplicat direct pe metalul ruginit;
Gama de culori, special aleas? din cele mai vandabile culori lucioase, este completat? de culori speciale pentru metal: pentru fier forjat, culori metalizate ?i culori cu efect tip loviur? de ciocan.",OSKAR direct pe Rugin?: https://www.oskarvopsea.ro/kentico/getmedia/51982f87-cbc8-4a71-a76f-34d84f1775cd/OSKAR-Direct-pe-Rugina_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-Rugina
,OSKAR Direct on Roof,OSKAR direct pe Acoperi?,https://www.oskarvopsea.ro/kentico/getmedia/82b13931-dc28-49ab-8fca-f6addc9d7f05/OKR723-OA_OSKAR-ACOPERIS-EMAIL-0-75L_generic.png,Email satinat pentru acoperi?,"Rezisten?? la rugin?
Rezisten?? la intemperii ?i raze UV","C?r?miziu, Verde închis, Gri metal, Maro ro?cat, Maro ciocolatiu, Argintiu, Ro?u închis, Vi?iniu","0.75L, 2.5L, 10L",,"Pentru decorarea acoperi?urilor din metal feros sau neferos (tabla neagr? sau tabla zincat? învechit?), lemn (sageacuri sau stre?ini din lemn) ?i zid?rie.","Suprafe?ele trebuie s? fie uscate, curate ?i degresate. Suprafe?ele din lemn noi se grunduiesc în prealabil cu Oskar Grund Lemn. Suprafe?ele metalice feroase noi se vor grundui cu Danke! Grund Metal.",,"Produsul se omogenizeaz? foarte bine înainte de utilizare.
Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol. Pentru aplicarea cu pensula sau rola, produsul se aplic? nediluat sau diluat cu max.5% diluant, iar pentru aplicarea cu pistolul produsul se poate dilua cu 5% diluant. Se recomand? aplicarea în 2-3 straturi în func?ie de natura suportului ?i de preg?tirea acestuia. Produsul este compatibil cu Danke! Diluant Universal. Pentru pulverizarea airless se va aplica nediluat.
Nu se va aplica la o temperatura sub 10°C sau mai mare de 30°C, pe suprafe?ele umede, pe vânt puternic sau în b?taia direct? a razelor de soare.",Rezisten?a la atingere cu mâna: dup? cca. 6-8 ore. Al doilea strat se aplic? dup? 12 ore. Uscare la manipulare: 24 de ore.,"La temperaturi cuprinse între +5° si +30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.","0,095 L/m²/strat","10,5 m²/L/strat","1 strat Danke! Grund Metal;
2 -3 straturi OSKAR Direct pe Acoperi?","Este ideal pentru decorarea acoperi?urilor din metal feros sau neferos (tabl? neagr? sau tabl? zincat? învechit?), lemn (sageacuri sau stre?ini din lemn) ?i zid?rie;
Email satinat anti-alunecare, cu rezisten?? la rugin?, intemperii ?i raze UV;
Are un aspect satinat, care împiedic? alunecarea specific? suprafe?elor lucioase;
Este nevoie de un produs special gândit ?i formulat care s? ofere rezisten?? maxim? zonelor celor mai expuse la intemperii (ploaie, z?pad? sau cea??) ?i razele UV, a?a cum sunt acoperi?urile, sageacurile sau stre?inile, burlane, din lemn sau metal;
Ofer? o gam? de culori, aleas? din paletarul RAL, care acoper? cele mai c?utate ?i populare culori pentru decorarea acoperi?urilor.",OSKAR direct pe Acoperi?: https://www.oskarvopsea.ro/kentico/getmedia/251487ac-f23a-4df4-b677-3c56c5229d0c/OSKAR-Direct-pe-Acoperis_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-Acoperis
,OSKAR Ultra Floor,OSKAR Ultra Floor,"https://www.oskarvopsea.ro/kentico/getmedia/1251ee86-ba7d-4523-a025-dbaec909c076/OKR078_OSK-Ultra-Floor-0,75L-Carbon-Grey_5946062024934.png",Vopsea ultra rezistent? pentru beton,"rezisten?? la trafic auto, combustibili sau uleiuri
rezisten?? la apa si alti agenti chimici
satinat, cu efect anti-alunecare
","Carbon Grey, Cement Grey, Polar White","0.75L, 5L",,Pe suprafe?ele din beton.,,,"Produsul se omogenizeaz? foarte bine înainte de utilizare.
Suprafetele de pardoseala nerezistente trebuie inlaturate complet. Suprafetele usor friabile trebuie intarite in prealabil prin aplicarea grundului de adancime Oskar Pro Expert Amorsa de Adancime.
Se recomand? aplicarea vopselei cu ajutorul unei pensule sau role la temperaturi cuprinse între 10?-25?C ?i o umiditate relativ? sub 80%.
Primul strat se aplic? diluat cu 15% cu OSKAR Diluant Nitro ?i se las? s? se usuce aprox. 8h. Al doilea ?i al treilea strat se aplic? nediluate la interval de 8h. Pentru aplicarea în spa?ii închise, se va asigura o ventila?ie eficient?.","La atingere: 4 ore; pentru trafic pietonal: 3 zile; pentru trafic rutier: 14 zile, în func?ie de temperatura ?i grosimea de strat.","La temperaturi cuprinse între +5° si +35° Celsius, ferit de razele directe ale soarelui ?i de înghe?, în recipiente bine închise.",0.1 L/m²/strat,10 m²/L/strat,,,OSKAR Ultra Floor: https://www.oskarvopsea.ro/kentico/getmedia/b5deb829-53af-4c50-9ef3-c67f0980845a/OSKAR-Ultra-Floor.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Ultra-Floor
,OSKAR Direct on Concrete,OSKAR direct pe Beton,https://www.oskarvopsea.ro/kentico/getmedia/0dd2cea5-d093-4c5f-b216-71cb09c50ae6/OKR723-OB_OSKAR-BETON-EMAIL-GENERIC-0-75L.png,Vopsea pentru decorarea suprafe?elor din beton ?i asfalt,"Rezisten?? la trafic
Rezisten?? la intemperii
Efect anti-alunecare","Alb, Gri deschis, Galben, Gri antracit, Ro?u, Negru, Maro ro?cat","0.75L, 2.5L, 10L",,"Se utilizeaz? atât la exterior cât ?i la interior, pentru acoperirea suprafe?elor din beton sau asfalt supuse unui trafic lejer sau normal (garaje, ateliere, subsoluri, terase, marcaje rutiere).",,,,"la atingere: 2 – 3 ore, pentru trafic normal; 24 ore în func?ie de temperatur? ?i grosimea de strat.",,"0,15 L/m²/strat","6,5 m²/L/strat",1 strat OSKAR Direct pe Beton,"Este un produs special, destinat decor?rii ?i protec?iei suprafe?elor din beton sau asfalt din garaje, pivni?e, subsoluri, ateliere, terase, balcoane. Produsul mai este destinat marc?rii, delimit?rii sau semnaliz?rii diferitelor suprafe?e, precum: locuri de parcare, diverse marcaje rutiere etc;
Fa?? de un email obi?nuit, OSKAR Beton are o rezisten?? superioar? la intemperii (ploaie, z?pad?, cea??, radia?ii UV), combustibili ?i uleiuri minerale, precum ?i la traficul rutier ?i pietonal;
Produsul prezint? o suprafa?? u?or rugoas? care asigur? un efect anti-alunecare, fiind ideal pentru a asigura o utilizare în condi?ii de siguran?? a zonelor predispuse la umezeal?, mâzg? sau noroi;
În maxim 24 ore de la aplicare, produsul este uscat, fiind permis traficul normal pe suprafa?a respectiv?.",OSKAR direct pe Beton: https://www.oskarvopsea.ro/kentico/getmedia/f8320f12-8d05-4cdb-b8b5-aead38a2fca3/OSKAR-Beton.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-Beton
,OSKAR 1 Coat,OSKAR 1 Strat,https://www.oskarvopsea.ro/kentico/getmedia/0407d3ab-3dc1-4afa-8fc2-55751b9282fb/29-Oskar-1-Strat.png,"Vopsea lucioas? cu acoperire dintr-un strat, interior/exterior","Extra putere de acoperire, într-un singur strat
Culori RAL
Culori lucioase, rezistente in timp","3011 Maro ro?cat, 3009 Ro?u Oxid, 5010 Albastru Inch, 6005 Verde închis, 7037 Gri închis, 1001 Bej, 8003 Maro Ocru, 8016 Maro Ciocolatiu, 9016 Alb, 9017 Negru","0.75L, 2.5L",,"Email alchidic, rezistent la intemperii ce poate fi folosit pentru decorarea ?i protejarea suprafe?elor exterioare ?i interioare din lemn, metal, zid?rie, pardoseli.","Suprafe?ele metalice: se cur??? de rugin?/ vopsea decojit? prin periere, ?lefuire sau sablare, se degreseaz? cu Danke! Diluant ?i se protejeaz? cu Danke! Grund Metal.
Suprafe?ele din lemn: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund Lemn.",,"Înainte de utilizare, omogeniza?i foarte bine produsul. Produsul se poate dilua cu Danke! Diluant cca. 5%.
Se recomand? aplicarea vopselei cu pensula, rola sau pistolul. Pentru pulverizarea airless se va aplica nediluat.
Se aplica in 1-2 straturi, în func?ie de culoarea produsului, de natura suportului ?i de modul de preg?tire al acestuia.
Se va aplica la o temperatur? cuprins? între 10°-30°C, umiditate suport (lemn sau zid?rie): maxim 12%. Nu se va aplica în condi?ii de expunere direct? a suportului la radia?ii solare, vânt, ploaie ?i cea??. Consum: 10-14 m²/l/strat. Consumul variaz? în func?ie de culoarea utilizat?, natura si rugozitatea suportului, gra?ul de absorbabilitate al acestuia si modul de aplicare.","2-4 ore uscare rapid? la atingere (în func?ie de temperatur? si grosimea stratului).  Dac? este necesar? aplicarea celui de- al doilea strat, acesta se aplic? dup? uscarea primului strat (minimum 12 ore).","La temperaturi cuprinse între 5°-30°C, ferit de razele directe ale soarelui, în recipiente bine închise.","0,1-0,14 L/m²/strat",10-14 m²/L/strat,"1 strat DANKE! Grund Metal
1 strat Oskar 1 Strat","Acoper? într-un singur strat, aducând consumatorului dou? beneficii importante: acesta petrece mai pu?in timp pentru a finaliza lucrarea ?i utilizeaz? jum?tate din cantitatea de vopsea de care ar avea nevoie în mod normal;
Disponibil in 10 culori RAL, utilizate si recomandate de designeri si arhitecti;
Se usuc? rapid, suprafe?ele vopsite putând fi exploatate într-un timp foarte scurt;
Culori lucioase, rezistente în timp.",,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-1-Strat-Emailuri
